Variable,FH,Cuantil,Freq_obs
S0,1,0.1,8.547676566718772
S0,1,0.2,17.486144663919283
S0,1,0.30000000000000004,27.36251243427597
S0,1,0.4,37.49467102458434
S0,1,0.5,50.30552792383117
S0,1,0.6,61.61006110558477
S0,1,0.7000000000000001,71.39405996873668
S0,1,0.8,81.24911183743072
S0,1,0.9,90.7488986784141
S0,2,0.1,8.697505862289491
S0,2,0.2,17.707667164073047
S0,2,0.30000000000000004,27.378668372059973
S0,2,0.4,37.56839337738933
S0,2,0.5,49.54878135436652
S0,2,0.6,61.83471896539473
S0,2,0.7000000000000001,71.71889433667306
S0,2,0.8,81.39700135010304
S0,2,0.9,90.35031620834222
S0,3,0.1,8.364127345082434
S0,3,0.2,18.078453666856166
S0,3,0.30000000000000004,27.224275156338827
S0,3,0.4,36.93149516770893
S0,3,0.5,49.125923820352476
S0,3,0.6,61.25639567936327
S0,3,0.7000000000000001,71.26208072768618
S0,3,0.8,81.12563956793633
S0,3,0.9,90.22882319499715
S0,4,0.1,8.29365361381565
S0,4,0.2,17.973136237651907
S0,4,0.30000000000000004,26.671878331319736
S0,4,0.4,36.23765190817995
S0,4,0.5,48.06339279368915
S0,4,0.6,60.87698102480279
S0,4,0.7000000000000001,71.21029066875133
S0,4,0.8,80.88977329258759
S0,4,0.9,90.2068083291877
S0,5,0.1,8.606965174129353
S0,5,0.2,18.16631130063966
S0,5,0.30000000000000004,26.69509594882729
S0,5,0.4,36.78038379530917
S0,5,0.5,48.21606254442075
S0,5,0.6,60.604122245913295
S0,5,0.7000000000000001,71.32906894100924
S0,5,0.8,80.76048329779672
S0,5,0.9,89.84363894811655
S1,1,0.1,8.519255364501918
S1,1,0.2,17.72061958220833
S1,1,0.30000000000000004,27.518829046468667
S1,1,0.4,37.86414665340344
S1,1,0.5,50.902373170385104
S1,1,0.6,62.17848514992185
S1,1,0.7000000000000001,71.671166690351
S1,1,0.8,81.28463834020178
S1,1,0.9,90.68495097342617
S1,2,0.1,8.53407233709941
S1,2,0.2,17.743196191288284
S1,2,0.30000000000000004,27.627371562566616
S1,2,0.4,37.71761529169331
S1,2,0.5,50.344631563987775
S1,2,0.6,62.39607759539544
S1,2,0.7000000000000001,71.88232786186313
S1,2,0.8,81.50358843174874
S1,2,0.9,90.37873943011441
S1,3,0.1,8.150938032973281
S1,3,0.2,18.014496873223422
S1,3,0.30000000000000004,27.465889710062534
S1,3,0.4,37.22996020466174
S1,3,0.5,49.87919272313815
S1,3,0.6,61.967026719727116
S1,3,0.7000000000000001,71.63160886867537
S1,3,0.8,81.07589539511085
S1,3,0.9,90.4562251279136
S1,4,0.1,8.265226352071636
S1,4,0.2,17.944708975907897
S1,4,0.30000000000000004,26.764266931987773
S1,4,0.4,36.5929926799801
S1,4,0.5,48.397413119181294
S1,4,0.6,61.26785587378296
S1,4,0.7000000000000001,71.73619501101557
S1,4,0.8,81.06033686305166
S1,4,0.9,90.26366285267572
S1,5,0.1,8.621179815209667
S1,5,0.2,17.96730632551528
S1,5,0.30000000000000004,26.8727789623312
S1,5,0.4,36.80881307746979
S1,5,0.5,48.72778962331201
S1,5,0.6,61.094527363184085
S1,5,0.7000000000000001,71.58493248045487
S1,5,0.8,80.93816631130065
S1,5,0.9,89.95024875621891
S2,1,0.1,8.590308370044053
S2,1,0.2,17.72772488276254
S2,1,0.30000000000000004,27.596987352565012
S2,1,0.4,37.949410260054
S2,1,0.5,50.75316185874662
S2,1,0.6,62.08611624271707
S2,1,0.7000000000000001,71.74221969589314
S2,1,0.8,81.21358533465965
S2,1,0.9,90.67074037231775
S2,2,0.1,8.548283947985503
S2,2,0.2,17.72187877495914
S2,2,0.30000000000000004,27.81922830952889
S2,2,0.4,37.71761529169331
S2,2,0.5,50.47253606196263
S2,2,0.6,62.16158601577489
S2,2,0.7000000000000001,71.8752220564201
S2,2,0.8,81.49648262630569
S2,2,0.9,90.36452781922831
S2,3,0.1,8.165150653780557
S2,3,0.2,18.064241046048892
S2,3,0.30000000000000004,27.4587833996589
S2,3,0.4,37.38629903354179
S2,3,0.5,49.992893689596364
S2,3,0.6,62.12336554860717
S2,3,0.7000000000000001,71.67424673109721
S2,3,0.8,81.19670267197272
S2,3,0.9,90.35673678226264
S2,4,0.1,8.201265013147609
S2,4,0.2,17.873640821547866
S2,4,0.30000000000000004,26.842441901783808
S2,4,0.4,36.57877904910809
S2,4,0.5,49.10098784734561
S2,4,0.6,61.353137659015
S2,4,0.7000000000000001,71.5869518868595
S2,4,0.8,81.18115272546372
S2,4,0.9,90.24944922180372
S2,5,0.1,8.507462686567164
S2,5,0.2,18.00995024875622
S2,5,0.30000000000000004,26.85145700071073
S2,5,0.4,37.043354655294955
S2,5,0.5,48.74911158493248
S2,5,0.6,61.23667377398721
S2,5,0.7000000000000001,71.44278606965175
S2,5,0.8,80.9950248756219
S2,5,0.9,89.95735607675907
S3,1,0.1,8.505044763393492
S3,1,0.2,17.919567997726304
S3,1,0.30000000000000004,27.618303254227655
S3,1,0.4,38.11283217280091
S3,1,0.5,50.81710956373454
S3,1,0.6,62.08611624271707
S3,1,0.7000000000000001,71.89143100753161
S3,1,0.8,81.38411254796077
S3,1,0.9,90.65652977120932
S3,2,0.1,8.53407233709941
S3,2,0.2,17.814254245718754
S3,2,0.30000000000000004,27.748170255098415
S3,2,0.4,37.91657784409863
S3,2,0.5,50.621757976266615
S3,2,0.6,62.38897178995239
S3,2,0.7000000000000001,72.03154977616713
S3,2,0.8,81.695445178711
S3,2,0.9,90.40005684644355
S3,3,0.1,8.207788516202388
S3,3,0.2,18.263217737350768
S3,3,0.30000000000000004,27.345082433200684
S3,3,0.4,37.54974417282547
S3,3,0.5,50.30557134735645
S3,3,0.6,62.37919272313815
S3,3,0.7000000000000001,71.60318362706083
S3,3,0.8,81.3601478112564
S3,3,0.9,90.24303581580443
S3,4,0.1,8.322080875559662
S3,4,0.2,18.06552483831995
S3,4,0.30000000000000004,26.88508279439983
S3,4,0.4,36.8346244048042
S3,4,0.5,49.20048326344965
S3,4,0.6,61.687157984507145
S3,4,0.7000000000000001,71.64380641034752
S3,4,0.8,81.25932769525976
S3,4,0.9,90.34894463790776
S3,5,0.1,8.500355366027009
S3,5,0.2,18.02416488983653
S3,5,0.30000000000000004,26.89410092395167
