Variable,FH,PICP,ACE,PINAW,CRPS
S12,5,77.13038241493526,-2.869617585064745,55.75341073228313,44.11046765501287
B1,1,78.92835641180011,-1.0716435881998905,28.90000403889017,26.633745435853875
B1,2,78.64077669902912,-1.359223300970882,41.85801736545947,35.653367649909704
B1,3,78.04455818154449,-1.9554418184555118,49.02339148471743,40.88339466703473
B1,4,77.85472337222431,-2.1452766277756865,54.944746354297514,44.96983721184922
B1,5,77.81541704305933,-2.184582956940673,60.3207305143122,48.151022802287265
B2,1,79.01866345574955,-0.9813365442504534,28.589554686116937,26.58551360215515
B2,2,78.90419206743434,-1.0958079325656627,41.85685599596472,35.61693837699152
B2,3,78.55637513171759,-1.4436248682824129,49.32863174345184,40.917218280434625
B2,4,78.05796010538201,-1.9420398946179915,54.568740843680764,44.82802379952383
B2,5,77.9735019572418,-2.026498042758206,59.808813870411356,48.04849972487173
B3,1,79.48524984948826,-0.5147501505117447,29.0676306836364,26.701048989585242
B3,2,79.23534281628659,-0.7646571837134104,42.12059438344228,35.67134092384437
B3,3,79.09077224145717,-0.9092277585428263,49.27479394547134,40.820536474931636
B3,4,78.67519759126836,-1.3248024087316423,54.81338671281597,44.85442670839436
B3,5,78.49292381812707,-1.5070761818729324,60.13260001564098,48.050639766218005
B4,1,79.74864539434076,-0.2513546056592446,29.522050997820042,26.814198390672235
B4,2,79.63422894558592,-0.36577105441408264,42.633201485526584,35.74231596706918
B4,3,79.33915399668824,-0.6608460033117609,49.47687363030736,40.83075431901278
B4,4,79.059089198344,-0.9409108016560026,55.16867555358691,44.89584670772352
B4,5,78.8768443239988,-1.123155676001204,60.31813249031579,48.05143962899663
B5,1,79.73359422034919,-0.26640577965081036,29.712211809827377,26.88246623176841
B5,2,79.95785354105517,-0.042146458944827714,42.95402873902277,35.75015951187077
B5,3,79.52732199307542,-0.47267800692458195,49.69618402428404,40.87166712100432
B5,4,79.32254422280768,-0.6774557771923213,55.2319600524332,44.89278522646043
B5,5,79.13279132791328,-0.8672086720867185,60.41340732541421,48.08468880186737
B6,1,79.82390126429861,-0.17609873570138745,29.699595610538594,26.855099389765904
B6,2,79.95785354105517,-0.042146458944827714,42.78377455652066,35.68770065245102
B6,3,79.54990215264188,-0.45009784735812275,49.52485659158965,40.825584272293376
B6,4,79.48061723748589,-0.5193827625141125,55.1634639625547,44.89105754715025
B6,5,79.40379403794037,-0.5962059620596278,60.364386592965346,48.094538914460934
B7,1,80.00451535219747,0.004515352197472566,29.856879405889376,26.88884038019005
B7,2,80.09332430194928,0.09332430194928065,42.861836152253325,35.7056622965114
B7,3,79.73054342917357,-0.2694565708264349,49.65281435344878,40.83388010697425
B7,4,79.89461799021453,-0.10538200978547252,55.46287001275595,44.900821406058924
