Variable,FH,PICP,ACE,PINAW,CRPS
S0,1,78.17371937639199,-1.8262806236080138,40.68982732385276,34.146433735782544
S0,2,78.56894271594626,-1.4310572840537361,56.63061220276525,44.16347858163337
S0,3,79.63942642349993,-0.36057357650007305,66.8266980113415,49.8418476222231
S0,4,79.57535676992691,-0.42464323007308735,73.99158920035018,54.13050537418102
S0,5,79.31634642160958,-0.6836535783904196,78.51266789139567,57.51000556368104
S1,1,77.84660356347439,-2.153396436525611,40.649283780655445,34.114566392531394
S1,2,78.83343773926359,-1.1665622607364128,56.47369832903391,43.86857691597946
S1,3,79.41667826813308,-0.583321731866917,66.24918209685502,49.56869953607857
S1,4,79.57535676992691,-0.42464323007308735,72.94655141659864,53.7388450105845
S1,5,79.22584238373712,-0.7741576162628832,78.15211725026747,57.125768387139324
S2,1,77.81180400890868,-2.1881959910913196,40.86479852276312,34.24478213562892
S2,2,78.79167536716085,-1.208324632839151,56.42591566235362,43.92779494912607
S2,3,79.18696923291104,-0.8130307670889607,65.46788805833776,49.41737480853062
S2,4,79.34563174382178,-0.6543682561782163,72.33030205421267,53.56822400465894
S2,5,79.28153717627401,-0.7184628237259858,77.6663829042835,56.96352079584526
S3,1,77.67956570155901,-2.3204342984409863,40.69408856097134,34.30774867898465
S3,2,78.85431892531496,-1.1456810746850437,56.24520970452201,43.96202739683158
S3,3,79.23569539189754,-0.7643046081024636,65.50396128747906,49.43126204795333
S3,4,79.35259310824921,-0.6474068917507907,72.21382084835749,53.45842581379494
S3,5,79.14230019493176,-0.8576998050682363,77.36308733930731,56.877070405133054
S4,1,77.81180400890868,-2.1881959910913196,40.913437756760025,34.40396889910996
S4,2,78.64550706480128,-1.3544929351987207,56.20250912802943,43.992695615857976
S4,3,79.28442155088403,-0.7155784491159665,65.60597967252664,49.36396544819145
S4,4,79.41524538809607,-0.5847546119039322,72.01987291412219,53.325114438942926
S4,5,79.6644388749652,-0.3355611250348005,77.7764699614853,56.723062917842064
S5,1,77.83268374164811,-2.167316258351889,40.92815476520062,34.49678934725165
S5,2,78.62462587874991,-1.3753741212500898,56.31060035263761,44.1142642816958
S5,3,79.37491298900181,-0.6250870109981861,65.61074227445027,49.35965856104783
